"cm_id","X_Easting","Y_Northing","timestamp","group"
"100",1430041.04741946,5083180.38936287,2020-02-07 04:32:02,55
"100",1430043.23016594,5083191.45034407,2020-02-07 04:37:21,56
"100",1430059.87319808,5083158.42714153,2020-02-07 04:42:10,57
"100",1430059.87319808,5083158.42714153,2020-02-07 04:47:29,58
"100",1430063.61548551,5083155.52353898,2020-02-07 04:52:19,59
"100",1430049.50398081,5083183.1662473,2020-02-07 04:57:10,60
"100",1430049.50398081,5083183.1662473,2020-02-07 05:02:28,61
"100",1430049.50398081,5083183.1662473,2020-02-07 05:07:19,62
"100",1430049.50398081,5083183.1662473,2020-02-07 05:12:08,63
"100",1430049.50398081,5083183.1662473,2020-02-07 05:17:28,64
"100",1430049.50398081,5083183.1662473,2020-02-07 05:22:17,65
"100",1430049.50398081,5083183.1662473,2020-02-07 05:27:08,66
"100",1430049.50398081,5083183.1662473,2020-02-07 05:32:27,67
"100",1430049.78186072,5083172.50284849,2020-02-07 05:37:16,68
"100",1430049.78186072,5083172.50284849,2020-02-07 05:42:07,69
"100",1430049.78186072,5083172.50284849,2020-02-07 05:47:26,70
"100",1430049.78186072,5083172.50284849,2020-02-07 05:52:15,71
"100",1430049.78186072,5083172.50284849,2020-02-07 05:57:05,72
"100",1430049.78186072,5083172.50284849,2020-02-07 06:02:25,73
"100",1430046.21763096,5083171.63189883,2020-02-07 06:07:14,74
"100",1430046.21763096,5083171.63189883,2020-02-07 06:12:04,75
"100",1430036.13343361,5083182.37319772,2020-02-07 06:17:21,76
"100",1430042.63164089,5083168.53732991,2020-02-07 06:22:11,77
"100",1430042.63164089,5083168.53732991,2020-02-07 06:27:01,78
"100",1430042.63164089,5083168.53732991,2020-02-07 06:32:21,79
"100",1430042.63164089,5083168.53732991,2020-02-07 06:37:10,80
"100",1430061.61368117,5083140.57694259,2020-02-07 06:42:29,81
"100",1430061.61368117,5083140.57694259,2020-02-07 06:47:19,82
"100",1430061.61368117,5083140.57694259,2020-02-07 06:52:03,83
"100",1430061.61368117,5083140.57694259,2020-02-07 06:57:16,84
"100",1430061.61368117,5083140.57694259,2020-02-07 07:02:27,85
"100",1430061.61368117,5083140.57694259,2020-02-07 07:07:10,86
"100",1430043.1845315,5083147.32160877,2020-02-07 07:12:21,87
"100",1430050.53155996,5083143.73388637,2020-02-07 07:17:05,88
"100",1430066.4634322,5083186.94274956,2020-02-07 07:22:21,89
"100",1430066.4634322,5083186.94274956,2020-02-07 07:27:03,90
"100",1430051.54491072,5083199.67000154,2020-02-07 07:32:14,91
"100",1430051.54491072,5083199.67000154,2020-02-07 07:37:25,92
"100",1430051.54491072,5083199.67000154,2020-02-07 07:42:07,93
"100",1430038.33933089,5083192.5455642,2020-02-07 07:47:15,94
"100",1430025.97542605,5083199.00364243,2020-02-07 07:52:23,95
"100",1430025.97542605,5083199.00364243,2020-02-07 07:57:04,96
"100",1430025.97542605,5083199.00364243,2020-02-07 08:02:14,97
"100",1430025.97542605,5083199.00364243,2020-02-07 08:07:23,98
"100",1430025.97542605,5083199.00364243,2020-02-07 08:12:05,99
"104",1430073.09947268,5083118.86803274,2020-02-07 06:42:24,81
"104",1430067.58695639,5083097.93887834,2020-02-07 06:47:17,82
"110",1430013.06000616,5083229.67857428,2020-02-07 01:42:13,21
"110",1430013.06000616,5083229.67857428,2020-02-07 01:47:02,22
"110",1430008.44418479,5083220.22145153,2020-02-07 01:52:22,23
"110",1430008.44418479,5083220.22145153,2020-02-07 01:57:12,24
"110",1430008.44418479,5083220.22145153,2020-02-07 02:02:30,25
"110",1430009.52900599,5083224.47352361,2020-02-07 03:02:08,37
"110",1430011.21024122,5083205.84371995,2020-02-07 03:07:27,38
"110",1430009.83879513,5083212.58827762,2020-02-07 03:12:16,39
"110",1430019.42364051,5083217.95111594,2020-02-07 03:47:06,46
"110",1430020.63005991,5083217.5379493,2020-02-07 03:57:15,48
"110",1430020.63005991,5083217.5379493,2020-02-07 04:02:04,49
"110",1430020.563474,5083220.0927218,2020-02-07 04:07:24,50
"110",1430016.85736096,5083224.66453301,2020-02-07 04:12:13,51
"110",1430016.85736096,5083224.66453301,2020-02-07 04:17:04,52
"110",1430016.85736096,5083224.66453301,2020-02-07 04:22:27,53
"110",1430022.86779449,5083226.48847312,2020-02-07 04:32:19,55
"110",1430022.86779449,5083226.48847312,2020-02-07 04:37:16,56
"110",1430031.31283121,5083229.70968777,2020-02-07 04:57:15,60
"110",1430031.31283121,5083229.70968777,2020-02-07 05:02:08,61
"110",1430031.31283121,5083229.70968777,2020-02-07 05:07:00,62
"110",1430031.31283121,5083229.70968777,2020-02-07 05:12:23,63
"110",1430031.31283121,5083229.70968777,2020-02-07 05:17:15,64
"110",1430031.31283121,5083229.70968777,2020-02-07 05:22:20,65
"110",1430031.31283121,5083229.70968777,2020-02-07 05:27:13,66
"110",1430031.31283121,5083229.70968777,2020-02-07 05:32:08,67
"110",1430031.31283121,5083229.70968777,2020-02-07 05:37:29,68
"110",1430031.31283121,5083229.70968777,2020-02-07 05:42:21,69
"110",1430018.27222748,5083216.25381813,2020-02-07 06:07:07,74
"110",1430018.27222748,5083216.25381813,2020-02-07 06:12:03,75
"110",1430018.27222748,5083216.25381813,2020-02-07 06:17:03,76
"110",1430018.27222748,5083216.25381813,2020-02-07 06:22:03,77
"137",1430019.45342504,5083170.93437398,2020-02-07 00:02:16,1
"137",1430019.45342504,5083170.93437398,2020-02-07 00:07:06,2
"137",1430019.45342504,5083170.93437398,2020-02-07 00:12:26,3
"137",1430019.45342504,5083170.93437398,2020-02-07 00:17:16,4
"137",1430019.45342504,5083170.93437398,2020-02-07 00:22:05,5
"137",1430019.45342504,5083170.93437398,2020-02-07 00:27:25,6
"137",1430019.45342504,5083170.93437398,2020-02-07 00:32:17,7
